Brand,Product,Gender,Product_Type,Price,Sold,Available,Revenue_Potential,Demand_Score,Price_Category,Market_Segment,Sales_Performance,Brand_Popularity,Country,Inventory_Status,Stock_Turnover,Revenue_Rank
ALFRED SUNG,Sung by Alfred Sung for women EDT 3.3 / 3.4 oz New Tester,Women,EDT,15.99,1107.0,216.0,17700.93,779.697,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
Armaf,Tres Nuit by Armaf 3.4 oz EDP Cologne for Men New In Box,Men,EDP,27.3,179.0,10.0,4886.7,133.49,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
AS SHOWN,Bloom BLOSSOM 3.3 fl oz / 100 ml Eau de Parfum Spray for Women New In Sealed Box,Women,Parfum,59.99,23.0,4.0,1379.77,34.096999999999994,Mid-Range,Premium,Medium Seller,Medium,Hong Kong,Low Stock,Moderate,Others
Estée Lauder,Estee Lauder Beautiful Perfume Eau de Parfum Spray 1 oz 30ml (SEALED AUTHENTIC!),Women,Parfum,23.99,26.0,8.0,623.74,25.397,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Giorgio Armani,Giorgio Armani Armani Code Profumo 3.7oz / 110ml Men's PARFUM Spray NEW & SEALED,Men,Parfum,72.99,235.0,6.0,17152.649999999998,186.397,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 25%
Perry Ellis,360 Red by Perry Ellis 6.7 / 6.8 oz EDT Cologne for Men New In Box,Men,EDT,40.13,2703.0,9.0,108471.39000000001,1904.139,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Top 10%
Escada,Escada Santorini Sunrise by Escada Eau De Toilette Spray 3.4oz/100ml for Women,Women,Eau De Toilette,38.01,32.0,10.0,1216.32,33.803,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
PRADA,Prada L'Homme Intense 3.3 oz./ 100 ml. Eau De Parfum Spray for Men,Men,Parfum,113.98,755.0,10.0,86054.90000000001,562.694,Luxury,Luxury,High Seller,Medium,United States,Medium Stock,Fast,Top 10%
Carolina Herrera,Carolina Herrera Very Good Girl 2.7 oz EDP Bold Red Fruity Perfume Sealed,Women,EDP,55.99,80.0,5.0,4479.2,72.797,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Fast,Others
Narciso Rodriguez,Bleu Noir by Narciso Rodriguez 3.3 3.4 oz EDP Cologne for Men New In Box,Men,EDP,59.09,432.0,10.0,25526.88,320.12699999999995,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Elizabeth Arden,White Tea by Elizabeth Arden 3.3 / 3.4 oz EDT Perfume for Women Tester,Women,EDT,20.0,25.0,15.0,500.0,23.5,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Slow,Others
Cologne,"Savage for Men- 3.4 Oz Men's Eau De Toilette . Men's Casual Cologne, not Sauvage",Men,Cologne,10.99,1044.0,10.0,11473.56,734.097,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Estée Lauder,Beautiful by Estee Lauder 2.5 oz / 75ml EDP Perfume For Women Brand New Sealed!!,Women,EDP,28.05,299.0,8.0,8386.95,217.71499999999997,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Others
Lancôme,Miracle Perfume by Lancome 3.4 oz L'eau de Parfum Spray for Women NEW & SEALED,Women,Parfum,32.99,238.0,8.0,7851.620000000001,176.49699999999999,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Others
Giorgio Armani,Giorgio Armani Acqua Di Gio 3.4 oz Men's Eau de Toilette Spray New Sealed Box,Men,Eau De Toilette,27.9,157.0,5.0,4380.3,118.27,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Davidoff,Cool Water by Davidoff 4.2 oz Eau De Toilette Cologne Spray Men's New In Box,Men,Cologne,25.49,64.0,4.0,1631.36,52.446999999999996,Budget,Mass Market,Medium Seller,Medium,United States,Low Stock,Fast,Others
Ralph Lauren,Ralph Lauren Polo Red 6.7oz / 200ml Men's Eau De Toilette Spray Brand New Sealed,Men,Eau De Toilette,41.95,37.0,7.0,1552.15,38.485,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Jo Malone,Jo Malone Perfume Sample Vials 1.5ml - Choose Your Scent Combined Shipping,Women,Unknown,4.95,3954.0,10.0,19572.3,2769.285,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Top 25%
Mercedes Benz,"Mercedes Benz Intense by Mercedes Benz, 4 oz EDT Spray for Men",Men,EDT,41.87,21.0,8.0,879.27,27.260999999999996,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Tommy Bahama,Tommy Bahama St. Kitts / Tommy Bahama Cologne Spray 3.4 oz (100 ml) (M),Men,Cologne,22.98,18.0,3.0,413.64,19.494,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Moderate,Others
Dolce&Gabbana,Dolce & Gabbana Light Blue EDT 3.3 oz 3.4 oz Crisp Refreshing Women's Scent,Women,EDT,32.49,18.0,6.0,584.82,22.347,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Moderate,Others
Armaf,Armaf Tag Him Uomo Rosso Red Eau De Parfum 100ml,Men,Parfum,45.35,1.0,2.0,45.35,14.305,Mid-Range,Premium,Low Seller,High,India,Low Stock,Slow,Others
Afnan,Supremacy in Heaven by Afnan 3.4 oz EDP Cologne for Men New In Box,Men,EDP,25.86,55.0,13.0,1422.3,46.257999999999996,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Creed,Creed Aventus Men Eau De Parfum Vial Spray SIZE 2.5 ml On Card NEW,Men,Parfum,15.99,655.0,10.0,10473.45,463.29699999999997,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Jo Malone,Jo Malone Dark Amber &Ginger Lily Cologne Intense Women's Eau de 3.4 fl oz/100ml,Women,Cologne,79.99,4.0,6.0,319.96,26.796999999999997,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Ralph Lauren,Polo Blue by Ralph Lauren 4.2 oz EDP Parfum Cologne for Men Brand New In Box,Men,EDP,52.97,1683.0,0.0,89148.51,1193.991,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 10%
AS SHOWN,Mans Sauvage Eau de Toilette 3.4 Oz 100ml Parfum Spray Brand New Sealed In box,Men,Parfum,48.99,101.0,10.0,4947.99,85.39699999999999,Mid-Range,Premium,High Seller,Medium,Hong Kong,Medium Stock,Fast,Others
Carolina Herrera,Good Girl by Carolina Herrera 2.7 Fl oz Spray Women's Eau De Parfum New & Sealed,Women,Parfum,43.99,11.0,2.0,483.89000000000004,20.897,Mid-Range,Premium,Low Seller,High,United States,Low Stock,Moderate,Others
Halloween,Halloween Men's Man Mystery EDP 4.2 oz (Tester) Fragrances 8431754008615,Men,EDP,30.07,25.0,3.0,751.75,26.521,Mid-Range,Premium,Medium Seller,Low,United States,Low Stock,Fast,Others
As Show,Carmina By Creed EDP 75ml 2.5 oz Spray For Women Gifts New In Sealed Box,Women,EDP,128.88,21.0,10.0,2706.48,53.36399999999999,Luxury,Luxury,Medium Seller,Medium,Hong Kong,Medium Stock,Slow,Others
Unbranded,Men's Pheromone-Infused Perfume-Cupid Hypnosis Cologne Fragrances Charm Toilette,Men,Cologne,15.99,45.0,10.0,719.55,36.297,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Moderate,Others
CHANEL,"Chanel Bleu De Chanel PARFUM Pour Homme Men's Sample Spray .05oz, 1.5ml",Men,Parfum,13.89,239.0,3.0,3319.71,171.46699999999998,Budget,Mass Market,High Seller,Medium,United States,Low Stock,Fast,Others
Dolce&Gabbana,Dolce and Gabbana Womens Light Blue Fragrance Carded Sample 1.5ml Lot Of 5,Women,Unknown,10.0,110.0,10.0,1100.0,80.0,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Baby Phat,Baby Phat Goddess by Kimora Lee Simmons 1.7oz  EDP Spray Perfume  (Pink) Rare,Women,EDP,79.95,1.0,3.0,79.95,24.685,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Slow,Others
Michael Kors,Michael Kors Silky Body Lotion 2.5 oz / 75 ml NEW,Women,Unknown,29.99,283.0,10.0,8487.17,207.09699999999998,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Gap,Gap So Pink Fragrance Spray Body Mist 8 fl oz New,Women,Unknown,19.98,144.0,8.0,2877.12,106.794,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Burberry,Burberry Goddess EDP Eau De Parfum Spray 3.3 oz New In Sealed Box GIFT,Women,EDP,95.0,0.0,0.0,0.0,28.5,Luxury,Luxury,Low Seller,High,United States,Low Stock,Fast,Others
Marilyn Miglin,SEALED DEAL Marilyn Miglin HUGE 3.4 Oz Pherómone Eau de Parfum PHEROMONE,Women,Parfum,30.0,4.0,3.0,120.0,11.8,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Slow,Others
Ainash Perfums,Royal Noir Absolu by Ainash 2.5 oz Extrait de Parfum,Women,Parfum,58.5,3.0,10.0,175.5,19.65,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Elizabeth Arden,SUNFLOWERS by Elizabeth Arden for women EDT 3.3 / 3.4 oz New in Box,Women,EDT,15.31,1927.0,331.0,29502.370000000003,1353.493,Budget,Mass Market,High Seller,Medium,United States,High Stock,Fast,Top 25%
Calvin Klein,CK FREE by Calvin Klein cologne for men EDT 3.3 / 3.4 oz New Tester,Men,EDT,19.16,348.0,72.0,6667.68,249.34799999999998,Budget,Mass Market,High Seller,High,United States,High Stock,Moderate,Others
One Direction,That Moment by One Direction 3.4 oz / 100 ml Edp spy perfume for women femme,Women,EDP,34.85,545.0,10.0,18993.25,391.955,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Top 25%
HERMÈS,Eau D'Orange Verte by Hermes Cologne for Men 3.3 / 3.4 oz New In Box,Men,Cologne,62.62,335.0,3.0,20977.7,253.28599999999997,Mid-Range,Premium,High Seller,Medium,United States,Low Stock,Fast,Top 25%
Gucci,Gucci Bamboo 2.5 oz EDP Elegant Perfume for Women Floral Fragrance Sealed,Women,EDP,54.99,31.0,10.0,1704.69,38.197,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
MFK,AQUA MEDIA COLOGNE FORTE 70 ML / 2.4 oz NEW BOX,Men,Cologne,119.99,13.0,6.0,1559.87,45.097,Luxury,Luxury,Low Seller,Low,Taiwan,Medium Stock,Slow,Others
Versace,VERSACE EROS FLAME by Versace for men cologne EDP 3.3 / 3.4 oz New in Box,Men,EDP,58.09,550.0,0.0,31949.500000000004,402.427,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 25%
AS SHOW,A-v-entus Eau de Parfum 3.3 oz 100ML Millesime EDP Col-ogne for Men New In Box,Men,EDP,109.99,48.0,8.0,5279.5199999999995,66.597,Luxury,Luxury,Medium Seller,Medium,Canada,Medium Stock,Fast,Others
As picture show,New In Box Eau De Parfum Aventus 3.3 /OZ 100 ML Spray For men,Men,Parfum,189.99,32.0,2.0,6079.68,79.39699999999999,Luxury,Luxury,Medium Seller,Low,United States,Low Stock,Fast,Others
Parfums de Marly,GREENLEY by Parfums de Marly - 10ML Travel Sample Spray - Fresh Green PDM!!!,Men,Parfum,34.99,19.0,8.0,664.8100000000001,23.796999999999997,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Moderate,Others
Dior,NIB {Dior} Miss Dior Rose N Roses Women's Eau de Toilette Miniature 0.17 fl oz,Women,Eau De Toilette,19.48,4.0,10.0,77.92,8.644,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Arabian Oud,Arabian Oud - Arabian Knight EDP For Men 3.4 oz/100ML,Men,EDP,99.63,13.0,3.0,1295.19,38.989,Luxury,Luxury,Low Seller,Low,United States,Low Stock,Moderate,Others
Paloma Picasso,Paloma Picasso by Paloma Picasso for women EDT 3.3 / 3.4 oz New in Box,Women,EDT,32.91,435.0,0.0,14315.849999999999,314.373,Mid-Range,Premium,High Seller,Low,United States,Low Stock,Fast,Top 25%
Valentino,Valentino Donna Born in Roma Intense EDP Spray For Women 100ml/3.4oz,Women,EDP,100.99,10.0,0.0,1009.9,37.297,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Fast,Others
ULTA,Ulta Beauty 2024 Spring Scent Wardrobe 19 Piece Perfume Sample Set w/ $15 Cert,Women,Unknown,55.88,2.0,0.0,111.76,18.163999999999998,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Fast,Others
HERMÈS,Jour D'hermes by Hermes EDP for Women 2.87 oz / 85 ml *NEW IN SEALED BOX*,Women,EDP,64.99,123.0,10.0,7993.7699999999995,105.597,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Others
Taylor Swift,Taylor Swift Wonderstruck Enchanted 0.05 oz Eau De Parfum Spray Sample Vial,Women,Parfum,5.5,540.0,10.0,2970.0,379.65,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Liz Claiborne,CURVE by Liz Claiborne 3.4 / 3.3 oz edt Perfume for women New in Can,Women,EDT,18.35,1926.0,67.0,35342.100000000006,1353.705,Budget,Mass Market,High Seller,Medium,United States,High Stock,Fast,Top 25%
Valentino,Valentino DONNA by Valentino for Women 3.4 oz.Eau De Parfum Spray in Sealed Box,Women,Parfum,99.99,5.0,10.0,499.95,33.497,Luxury,Luxury,Low Seller,Medium,Hong Kong,Medium Stock,Slow,Others
Liz Claiborne,Discontinued REALITIES By Liz Claiborne 3.4oz Eau De Parfum (True Photo),Women,Parfum,54.0,163.0,10.0,8802.0,130.29999999999998,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Others
Lacoste,Lacoste Essential Eau De Toilette Pour Homme ~ 4.2 FL OZ ~ Sealed ~ AUTHENTIC,Men,Eau De Toilette,31.95,12.0,10.0,383.4,17.985,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Juicy Couture,Couture Couture by Juicy Couture perfume for women EDP 3.3 / 3.4 oz New in Box,Women,EDP,28.68,2188.0,145.0,62751.84,1540.204,Budget,Mass Market,High Seller,Medium,United States,High Stock,Fast,Top 10%
Dolce&Gabbana,Dolce & Gabbana The One 2.5 oz / 75 ml Eau De Parfum Spray Women's New & Sealed,Women,Parfum,49.99,15.0,2.0,749.85,25.497,Mid-Range,Premium,Low Seller,High,United States,Low Stock,Moderate,Others
Fred Hayman,273 RODEO DRIVE Fred Hayman Women perfume edp 2.5 oz NEW IN BOX,Women,EDP,22.97,591.0,24.0,13575.269999999999,420.591,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
Hollister,WAVE By Hollister California perfum for Women 3.3 / 3.4 oz EDP New Tester,Women,EDP,15.52,129.0,26.0,2002.08,94.956,Budget,Mass Market,High Seller,Low,United States,High Stock,Moderate,Others
Dolce&Gabbana,Dolce & Gabbana Light Blue 3.3 /3.4 oz Women’s Eau de Toilette Spray New Sealed,Women,Eau De Toilette,29.75,108.0,9.0,3213.0,84.52499999999999,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
PRADA,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray Perfume for Women New In Box USA,Women,EDP,54.42,34.0,0.0,1850.28,40.126,Mid-Range,Premium,Medium Seller,Medium,Hong Kong,Low Stock,Fast,Others
Giorgio Armani,My Way Nectar Giorgio Armani EDP 0.33. Fl. Oz. 10 Ml. Spray Travel Size,Women,EDP,25.95,3.0,10.0,77.85,9.884999999999998,Budget,Mass Market,Low Seller,High,United States,Medium Stock,Slow,Others
Jo Malone,Jo Malone Nectarine Blossom & Honey Cologne Women's Eau de  - 3.4 fl oz/100ml,Women,Cologne,79.99,5.0,5.0,399.95,27.496999999999996,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Michael Malul London,Ocean Noir EDP Perfume By Michael Malul 100 ML (Eau De Parfum) (For Men),Men,EDP,89.99,8.0,4.0,719.92,32.596999999999994,Luxury,Luxury,Low Seller,Low,United States,Low Stock,Slow,Others
Juliette has a gun,Juliette Has a Gun Not a Perfume Womens EDP Travel Size 5.5 ML / 0.17 oz NWOB,Women,EDP,11.99,19.0,10.0,227.81,16.897,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Ralph Lauren,Ralph By Ralph Lauren EDT for Women 3.4 oz - 100 ml *NEW IN SEALED BOX*,Women,EDT,45.99,201.0,10.0,9243.99,154.49699999999999,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Others
Preferred Fragrance,Bright Crystal 6.7 oz / 200mL Eau De Toilette Perfume For Women Brand New Sealed,Women,Eau De Toilette,48.9,33.0,10.0,1613.7,37.769999999999996,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Giorgio Armani,ACQUA di GIOIA by GIORGIO ARMANI Women 3.3 edp 3.4 oz NEW IN BOX,Women,EDP,72.72,27.0,5.0,1963.44,40.715999999999994,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Armaf,Armaf Odyssey EDP Spray Men 3.4 oz,Men,EDP,27.5,427.0,10.0,11742.5,307.15,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Top 25%
Kenneth Cole,Kenneth Cole All Over Body Spray for Men 6 Oz Choose Scent,Men,Unknown,10.99,368.0,10.0,4044.32,260.897,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Lancôme,Lancome Tresor Women Eau de Parfum 3.4 oz 100 ml New Sealed in Box,Women,Parfum,43.99,40.0,10.0,1759.6000000000001,41.197,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Sarah Jessica Parker,Sarah Jessica Parker Ladies Lovely EDP Spray 6.7 oz Fragrances 5060426150678,Women,EDP,27.25,9.0,3.0,245.25,14.474999999999998,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Moderate,Others
Mancera,MANCERA COSMIC PEPPER EDP 2.0ml .06fl oz x 1 COLOGNE SPRAY SAMPLE,Men,EDP,13.5,17.0,10.0,229.5,15.95,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Slow,Others
Spiritual Sky,(2-Pack) Patchouly Musk Scented Oil - Spiritual Sky - 1/4 Ounce Bottle,Women,Unknown,12.99,49.0,10.0,636.51,38.196999999999996,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Avon,Avon FAR AWAY Eau De Parfum Perfume Spray 1.7 oz~Free Travel spray,Women,Parfum,16.89,551.0,10.0,9306.39,390.767,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Others
Liz Claiborne,Candie's Man by Liz Claiborne 3.4 oz EDT Cologne for Men New In Box,Men,EDT,18.32,211.0,10.0,3865.52,153.196,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Others
Dolce&Gabbana,Dolce & Gabbana K (King) Eau de Parfum Intense for Men 3.3 Oz / 100ml,Men,Parfum,77.99,9.0,33.0,701.91,29.697,Mid-Range,Premium,Low Seller,High,United States,High Stock,Slow,Others
GIORGIO ARM.ANI,ACQUA DI GIO Eau De Toilette 3.4 oz/ 100 ml GIORGIO ARM.ANI for Men,Men,Eau De Toilette,36.68,1.0,9.0,36.68,11.703999999999999,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,Women,EDP,42.99,4.0,2.0,171.96,15.697,Mid-Range,Premium,Low Seller,High,United States,Low Stock,Slow,Others
Lancôme,Lancome LA VIE EST BELLE Eau de Parfum EDP Perfume 4ml Splash Mini Bottle NWOB,Women,EDP,7.95,162.0,10.0,1287.9,115.785,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Michael Kors,MICHAEL KORS EDP 3.4 Oz Eau De Parfum Spray Women NEW IN BOX SEALED,Women,EDP,269.0,59.0,0.0,15871.0,122.0,Luxury,Luxury,Medium Seller,Low,United States,Low Stock,Fast,Top 25%
Le Labo,"Santal 33 by Le Labo, 3.4 oz EDP Spray for Unisex",Women,EDP,60.37,9.0,10.0,543.3299999999999,24.410999999999998,Mid-Range,Premium,Low Seller,Low,Hong Kong,Medium Stock,Slow,Others
Victoria's Secret,Victoria's Secret Bombshell Escape Eau De Parfum 3.4oz,Women,Parfum,55.0,8.0,2.0,440.0,22.1,Mid-Range,Premium,Low Seller,Medium,United States,Low Stock,Moderate,Others
Dossier,Dossier WOODY OAKMOSS Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Women,Parfum,20.0,41.0,2.0,820.0,34.7,Budget,Mass Market,Medium Seller,Medium,United States,Low Stock,Fast,Others
Al Wataniah,Nadine EDP Perfume By Al Wataniah 100 ML:🥇Hot New Super Rich Fragrance🥇,Women,EDP,34.95,16.0,2.0,559.2,21.685000000000002,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Fast,Others
Fragonard,Good Girl by Carolina Herrera 2.7 Fl oz Spray Eau De Parfum Women's TESTER,Women,Parfum,44.99,2.0,10.0,89.98,14.897,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Bvlgari,Omnia Coral by Bvlgari Omnia Coral 2.2 oz EDT Perfume for Women New In Box,Women,EDT,32.88,36.0,7.0,1183.68,35.064,Mid-Range,Premium,Medium Seller,Medium,Hong Kong,Medium Stock,Moderate,Others
Lancôme,La Vie Est Belle by Lancome 3.4 oz / 100 ml Spray L'Eau De Parfum New & Sealed,Women,Parfum,42.99,146.0,2.0,6276.54,115.097,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Others
Katy Perry,Indivisible by Katy Perry perfume for Women EDP 3.3 / 3.4 oz New In Box,Women,EDP,15.88,103.0,0.0,1635.64,76.86399999999999,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Others
Christian Audigier,Ed Hardy by Christian Audigier Perfume for Women edp 3.4 oz Brand New In Box,Women,EDP,22.9,3510.0,0.0,80379.0,2463.87,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Top 10%
Gucci,Gucci Flora Eau De Parfum 3 Pcs Set  / New With Box,Women,Parfum,52.99,4.0,10.0,211.96,18.697,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
Thierry Mugler,Angel for Women by Thierry Mugler Eau de Parfum Spray 0.23 FL OZ / 7 ML,Women,Parfum,18.0,24.0,10.0,432.0,22.199999999999996,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Estée Lauder,Knowing by Estee Lauder 2.5 oz EDP Perfume for Women New In Box,Women,EDP,42.69,868.0,10.0,37054.92,620.4069999999999,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
AS SHOW,A-ventu-s for Men 3.3 OZ./ 100 ML.Eau de Parfum Spray for Men New Sealed Box,Men,Parfum,99.49,3.0,0.0,298.46999999999997,31.946999999999996,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Fast,Others
Penhaligon's,Penhaligon's The Omniscient Mister Thompson 2.5 oz/75 ml Eau de Parfum Spray New,Men,Parfum,188.99,1.0,4.0,188.99,57.397000000000006,Luxury,Luxury,Low Seller,Low,Canada,Low Stock,Slow,Others
Carolina Herrera,Very Good Girl GLAM by Carolina Herrera 2.7 oz Eau de parfum Spray New & Sealed,Women,Parfum,60.99,51.0,2.0,3110.4900000000002,53.997,Mid-Range,Premium,Medium Seller,High,United States,Low Stock,Fast,Others
